community_name,room_area,room_decoration,room_direction,room_floor,room_location,room_type,room_year,title,unti_price

紫金银座,55,平层/其他,南,中楼层/共11层,江宁,2室1厅,2007年建/板塔结合,紫金银座小两房 小房间可改大 全朝南户型 楼层佳,25609

怡馨花园,84,平层/其他,东南,低楼层/共12层,秦淮,2室1厅,2000年建/板楼,马家圩 大明路南部新城 电梯两房,33901

商城小区,77,跃层/其他,南 北,高楼层/共5层,浦口,4室2厅,2007年建/板楼,江北新区  商品房 顶楼带阁楼  精装修 随时看房,24212

胜泰新寓,164,其他,东 南 北,中楼层/共6层,江宁,4室2厅,2000年建/板楼,中间楼层东边户 一号线三号线双地铁 采光好满五年唯一,20111

长营村,56,平层/简装,南 北,中楼层/共6层,栖霞,2室1厅,1998年建/板塔结合,迈皋桥 长营村20号小区 双卧朝南 中间楼层 南北通透,26437

双乐园小区,150,平层/简装,东 南,高楼层/共7层,秦淮,4室2厅,1997年建/板楼,双乐园 三山街地铁站 大四房 阳台互通房型好 看房方便,23219

月安花园歌月居,173,跃层/精装,南 北,高楼层/共6层,建邺,5室2厅,2003年建/板塔结合,万科物业 大顶跃 送两个露台  南北通透 满五唯一,37523

翠屏清华园,198,精装,南,高楼层/共5层,江宁,5室3厅,2005年建/板楼,翠屏清华园 5室3厅 420万,21132

大华锦绣华城桂美颂,130,跃层/精装,南 北,低楼层/共11层,浦口,3室2厅,2005年建/塔楼,满五年唯一 居家硬装未入住 一楼有地下室 有院子,24213

芝嘉花园,157,跃层/精装,南 北,高楼层/共6层,栖霞,5室2厅,2007年建/板塔结合,马群地铁 超大露台 可观紫金山全景 房屋面积大 房间多,16209

黄埔鑫园,172,精装,南 北,高楼层/共11层,秦淮,5室2厅,2003年建/板塔结合,空中花园 精装修 业主急售 北望紫金山,36041

盐仓桥11号,57,精装,东 西,中楼层/共7层,鼓楼,2室1厅,2000年建/板楼,中山北路 盐仓桥 724所单位的房改房，2000年房龄,29591

长营村,72,平层/精装,南 北,中楼层/共7层,栖霞,3室2厅,1998年建/板塔结合,中间楼层 小区中间 户型方正 迈皋桥地铁口 满五年,25782

怡景花园,77,精装,南 北,高楼层/共7层,鼓楼,3室1厅,1995年建/板楼,上海路地铁口 拉小和二十九中 三房低总价 采光好急售,77370

风和日丽,94,精装,南 北,中楼层/共6层,江宁,2室1厅,未知年建/暂无数据,精装20万 楼层好 满五年 业主名下一套房子,25844

天泽苑,130,精装,南 北,中楼层/共5层,江宁,3室2厅,2010年建/板楼,此房满2年 通风效果良好 拎包入住 全明格局,29929

万达紫金明珠,103,平层/精装,南 北,高楼层/共9层,秦淮,3室2厅,2005年建/板楼,紫金明珠 带100平露台 居家精装修 双南户型 方正通透,30488

馨绿园,121,跃层/精装,南 北,高楼层/共6层,江宁,3室2厅,2003年建/板塔结合,满五年，居家精装修，三房朝南，有车位,22633

中电颐和家园尚玄,130,精装,南 北,高楼层/共17层,玄武,3室2厅,2010年建/塔楼,南北通透 户型方正 全明通透 干湿分流,34515

华汇康城,171,精装,南 北,高楼层/共6层,江宁,5室2厅,2009年建/板塔结合,满五   高楼层   精装修  采光充足,17454

金陵世家,113,错层/精装,南 北,低楼层/共6层,建邺,3室2厅,2001年建/板楼,金陵世家 430万 三房 两房朝南,38033

爱达花园紫藤园,112,平层/精装,南 北,低楼层/共11层,建邺,3室2厅,2004年建/板塔结合,虹悦城 满五年  居家装修 南北通透 电梯三房 带车位,30036

秦淮绿洲北苑,249,跃层/毛坯,南 北,下叠别墅/共4层,江宁,5室2厅,2010年建/暂无数据,秦淮绿洲北苑 联排 边户 满五年唯一 采光好 毛坯房,34123

黄埔鑫园,98,精装,南 北,低楼层/共10层,秦淮,2室1厅,2006年建/板塔结合,南北通透 视野开阔 采光充足 05年房龄 12平方阳台,36464

长江花园,114,平层/其他,南 北,低楼层/共7层,玄武,3室2厅,2000年建/板楼,2000年房龄  带储藏间 九中施教区 大三房,47973

江南青年城,60,平层/简装,南 北,中楼层/共6层,江宁,2室1厅,2005年建/板楼,满五唯一 两房朝南 南北通透 刚需小两房,27409

万达紫金明珠,83,跃层/精装,南 北,高楼层/共9层,秦淮,2室2厅,2005年建/板楼,精装 带墙暖 有独立露台 看房方便 业主诚心卖,32527

五福花园,102,跃层/简装,南 北,高楼层/共7层,秦淮,3室2厅,1995年建/板塔结合,五福花园 送大阁楼 2室朝南 1999年房改房 满五唯一,28843

东方龙湖湾南湖苑,88,平层/其他,南 北,高楼层/共11层,江宁,2室2厅,2011年建/塔楼,满两年 南北通透 五矿物业 电梯9楼 诚售,26447

天华硅谷,115,平层/简装,南 北,低楼层/共10层,浦口,3室2厅,2012年建/板楼,天华硅谷大三房 户型方正 采光充足 交通便利,21862

梅花山庄园中苑,153,平层/简装,南 北,中楼层/共7层,秦淮,4室2厅,1999年建/板楼,紫金山脚下月牙湖畔梅花山庄大四房中间楼层户型方正,34632

安乐村,40,平层/简装,南,低楼层/共6层,鼓楼,1室1厅,1990年建/板楼,建宁路 安乐村 全明 低楼层 精装修,24901

左邻右里,115,平层/其他,东 南 北,低楼层/共10层,江宁,3室1厅,2010年建/板楼,满五年 电梯房 南部新城 环境优美,30259

华汇康城,126,平层/毛坯,南 北,低楼层/共11层,江宁,3室2厅,2009年建/板塔结合,华汇康城 满五唯一 毛坯 自由改造 大三房,19445

亚东城东区,51,精装,北,中楼层/共18层,栖霞,2室1厅,2007年建/塔楼,亚东城东区 满两年 精装修 楼层好 出行便利,36287

仙鹤里小区,51,精装,南 北,中楼层/共7层,秦淮,2室1厅,1992年建/板楼,满五年唯一 交通方便 采光无遮挡,32628

钟山山庄,102,简装,南 北,低楼层/共7层,玄武,3室2厅,1996年建/板塔结合,低楼层 位置安静 空气清新 交通便利,28244

建设新村,62,平层/毛坯,南 北,低楼层/共6层,鼓楼,3室1厅,1984年建/板楼,建设新村 3室1厅 65平 双卧朝南 带院子天正,51021

海月花园,123,简装,南 北,中楼层/共7层,秦淮,3室2厅,2000年建/塔楼,月牙湖 苜蓿园 小区中间  中楼层 采光好 精装修,33447

爱涛漪水园荣晖轩,124,错层/精装,南 北,中楼层/共6层,江宁,3室2厅,2004年建/板楼,精装三房  经典错层 小区环境幽静  税费少,27047

江岸水城,83,平层/精装,南 北,高楼层/共11层,浦口,2室2厅,2008年建/板楼,南北通透精装修两房 楼层好 采光好,20939

莫愁花园牡丹里,71,精装,南 北,高楼层/共7层,鼓楼,3室2厅,2000年建/板楼,新牡丹里 顶楼带超大阁楼 采光充足 房龄新 视野开阔,35600

东城水岸,92,精装,南 北,中楼层/共12层,秦淮,2室2厅,2003年建/板楼,大光路 全明双南两房 中间楼层 满二 一中 采光充足,40909

龙蟠花苑,86,简装,南 北,高楼层/共6层,秦淮,3室2厅,2000年建/板楼,跃层三卧朝南 楼层好采光足 配套成熟，生活配套齐,29965

华侨城,95,精装,南 北,低楼层/共11层,浦口,2室2厅,2006年建/板楼,房子带电梯，中间楼层，采光较好，生活方便,20794

银城聚锦园,121,精装,南 北,低楼层/共11层,鼓楼,4室2厅,2009年建/板塔结合,满五年无个税 银城物业 银城小学 汇文中学 不占用,62490

南京恒大绿洲,47,复式/精装,东 南,低楼层/共10层,江宁,1室1厅,2009年建/板楼,恒大绿洲，一楼带院子，实测4.2米挑高,44022

融侨中央花园2期,90,精装,南,低楼层/共16层,建邺,2室2厅,2008年建/塔楼,奥体  满五年  有装修两房 拎包住采光不挡  银城物业,44058

城开家园,130,平层/精装,南 北,高楼层/共9层,秦淮,3室1厅,2004年建/板塔结合,光华路苜蓿园 城开三卧朝南 采光足拎包住 交通便利 诚,34381

东郊小镇第七街区,44,复式/其他,东南,中楼层/共7层,江宁,2室1厅,2013年建/板塔结合,东郊优质复式挑高 楼层采光佳 业主诚心出售,28364

板仓街192号,60,平层/简装,南 北,高楼层/共4层,玄武,3室0厅,1978年建/板楼,锁金村 中科院房改房 小区刚出新 环境好 采光好,27614

银河湾福苑,94,平层/简装,南 北,中楼层/共18层,建邺,2室2厅,2009年建/板楼,银河湾福苑 电梯房 双卧朝南 诚心出售,43837

东渡国际青年城,85,平层/其他,南 北,低楼层/共25层,江宁,2室2厅,2012年建/板塔结合,南北通透，精装修，采光好，业主诚售,27876

欧洲城凯旋丽都花园,112,平层/精装,南,中楼层/共18层,建邺,3室2厅,2005年建/板楼,欧洲城凯旋丽都三房 全南三开间朝南 精装修 拎包入住,43665

水月秦淮,90,平层/精装,南 北,高楼层/共18层,江宁,3室1厅,2009年建/塔楼,水月秦淮 交通便利 户型方正 装修好 拎包入住,25292

九龙新寓,74,平层/毛坯,南,高楼层/共6层,秦淮,2室2厅,2001年建/板楼,大明路 小区环境优美 卧室双南 采光好 视野好 诚心卖,34138

碧云山庄,117,跃层/精装,南,高楼层/共6层,浦口,3室2厅,2009年建/板楼,小区中间 精装修 视野好 可看老山,25511

黄埔花园,91,平层/精装,南 北,低楼层/共7层,玄武,2室2厅,1999年建/板楼,黄埔花园 军区总院 西安门 一楼带院子 精装入住,39096

科嘉花园,135,平层/精装,南 北,高楼层/共6层,江宁,3室2厅,2009年建/板塔结合,精装三房 户型方正 送车位 送地下储藏室 带暖气片,24414

弓箭坊小区,86,平层/精装,西南,中楼层/共30层,秦淮,2室1厅,1999年建/塔楼,三山街地铁 中间楼层 有电梯 视野好 采光好 过五年,28436

人和街,32,平层/简装,南,高楼层/共7层,鼓楼,2室1厅,1994年建/板楼,人和街 配套成熟 交通便利 采光好 主卧朝南 总价低,37500

金虹花园,211,跃层/简装,南 北,高楼层/共6层,建邺,7室3厅,2003年建/板塔结合,满五年四代同堂 采光无遮挡南北通透通风性好 有地下室,33567

锦绣花园金桂园,113,跃层/毛坯,南 北,高楼层/共6层,江宁,3室2厅,2000年建/板楼,锦绣金桂园一期顶跃诚心出售面积超大,20909

百家湖西花园巴黎城,149,跃层/精装,南,高楼层/共7层,江宁,4室2厅,2005年建/板楼,装修好 百家湖巴黎城  交通便利  通淮街,28687

百家湖西花园伦敦城,105,平层/精装,南,中楼层/共18层,江宁,2室2厅,2006年建/板塔结合,百家湖 精装两房 地铁三号线 交通便利 配套齐全,25981

中电颐和家园尚玄,88,其他,南 北,中楼层/共17层,玄武,3室1厅,2010年建/塔楼,中电颐和家园尚玄 二期 满五年唯一 南北通透,36366

盈家春天,111,精装,南 北,低楼层/共5层,江宁,3室2厅,2004年建/板楼,盈家春天 居家装修 大三房  诚心出售,24067

苏建艳阳居,120,其他,南 北,中楼层/共18层,建邺,3室2厅,2004年建/板塔结合,苏建艳阳居小三房  满五年 中间楼层,37460

燕禾园,81,简装,南 北,中楼层/共11层,鼓楼,2室1厅,2002年建/板楼,满五年唯一  电梯房  采光好无遮挡,27669

安乐村,45,精装,南,高楼层/共6层,鼓楼,1室1厅,1995年建/板楼,建宁路 安乐村 两房朝南 装修拎包住 中高层采光视野好,27222

鼎泰家园,83,简装,南 北,高楼层/共6层,浦口,2室2厅,2009年建/板楼,南北通透 顶跃户型 阁楼没有装修 此房是简单装修,18621

紫鑫国际公寓,51,平层/精装,北,低楼层/共27层,建邺,1室1厅,2006年建/塔楼,奥体北门，满五年且唯一，精装修，保养好,32914

东渡国际青年城,101,平层/精装,南 北,中楼层/共25层,江宁,3室2厅,2010年建/板塔结合,东渡国际青年城，客厅带飘窗，南北通透 拎包入住,26518

南京恒大绿洲,164,精装,南 北,低楼层/共31层,江宁,4室2厅,2011年建/板楼,九龙湖恒大绿洲精装修四房 带入户花园 满2年 采光好,24970

香山美墅,136,错层/其他,南 北,中楼层/共6层,江宁,3室2厅,2009年建/板楼,采光充足，精装修，环境优美，依山傍水。,32612

天润城第七街区,131,其他,南 北,高楼层/共6层,浦口,3室2厅,2006年建/板楼,南北通透 双卧朝南 满五年 交通便利 采光充足,18113

文化名园上筑园,65,平层/精装,南,高楼层/共18层,江宁,2室2厅,2008年建/塔楼,上筑园精装两房 客厅朝南带阳台 主卧也朝南,35358

胜泰新寓,118,平层/精装,南 北,高楼层/共6层,江宁,3室2厅,2000年建/板楼,满五年无个税 施教区未占用 三开间朝南 一号线三号线,23984

三牌楼大街,67,平层/精装,南 北,中楼层/共7层,鼓楼,3室1厅,1995年建/板塔结合,精装修 中间楼层小三房 交通便利 设施齐全,38037

苏宁璞邸,109,平层/其他,南 西 北,中楼层/共10层,鼓楼,3室2厅,2012年建/板楼,苏宁璞邸 电梯小高层 三房 精装修 中间位置 满五年,53533

金信花园,143,简装,南 北,低楼层/共10层,鼓楼,3室2厅,2002年建/板楼,此房满五年，业主名下没有其它房产。中间楼层 带电梯,44864

鸿意星城,67,平层/精装,南 北,低楼层/共10层,秦淮,2室1厅,2007年建/板楼,鸿意星城两房 06年房龄  带电梯  适合年轻人过渡,29295

翠屏湾花园城,119,平层/精装,南 北,低楼层/共6层,江宁,3室2厅,2005年建/板楼,翠屏湾花园城西边户 户型方正  采光充足 精装修,20195

天地新城天琴座,94,平层/其他,南 北,中楼层/共6层,江宁,2室2厅,2004年建/板塔结合,天琴座平层大两居 户型方正 采光不挡 拎包入住,24262

江佑铂庭,92,平层/精装,南,中楼层/共18层,浦口,3室2厅,2012年建/板楼,精装三房 楼层好 配套完善 采光充足 江北新区CBD,29126

紫金西区中央,91,精装,南 北,低楼层/共20层,建邺,2室1厅,2006年建/板楼,奥体 低总价两房 南北通透 新城双本部 科技园 金融城,38269

东郊小镇第三街区,69,平层/精装,南 北,中楼层/共6层,江宁,2室1厅,2008年建/板塔结合,东郊平层2房，中间楼层，南北通透，赠送家电家具,21812

左邻右里,100,平层/精装,南 北,中楼层/共11层,江宁,2室2厅,2013年建/板楼,南站商圈 南北通透 精装修大两房 河景房 采光不挡,30488

富丽山庄,125,其他,南 北,中楼层/共7层,秦淮,3室2厅,1997年建/板楼,楼层好 户型方正 小区中间 采光好 带租赁车位,29950

市政天元城,84,平层/其他,南 北,低楼层/共6层,江宁,3室2厅,2004年建/板塔结合,市政天元城 精装两房 架空一楼带院子阳光房 拎包入住,31743

复地朗香,176,跃层/其他,南 北,联排/共1层,江宁,4室2厅,2012年建/暂无数据,满两年，联排中间户42平方朝南大院子 带车位,31127

双和园,115,简装,南 北,中楼层/共18层,建邺,3室2厅,2005年建/塔楼,河西奥体 双和园  简装通透大三房 楼层好 视野开阔,33357

百家湖西花园伦敦城,141,平层/其他,南 北,高楼层/共6层,江宁,4室2厅,2006年建/板塔结合,户型佳，采光好，交通便利，配套好，精装修，出行方便,23759

紫金东郡,219,跃层/毛坯,南 北,低楼层/共5层,玄武,4室2厅,2014年建/板楼,紫金东郡 楼层好 视野开阔 位置好,25077

琵琶小区,92,平层/精装,南 北,中楼层/共7层,秦淮,3室1厅,1990年建/板塔结合,房改房 夫子庙景区 琵琶小区 精装三房 配套齐全,33543

康桥圣菲,140,其他,南 北,低楼层/共3层,栖霞,3室1厅,2006年建/板楼,花园洋房  南北通透 大露台 有地暖 看房方便 满五唯一,38095

华侨城,185,精装,南,高楼层/共10层,浦口,7室3厅,2005年建/板楼,华侨城 7室3厅 390万,21058

风光里小区,74,平层/其他,南 北,高楼层/共7层,秦淮,3室1厅,2003年建/板塔结合,南部新城  市中医院 满五年唯一 采光充足 业主诚售,30041

天润城第七街区,96,平层/精装,南,高楼层/共6层,浦口,2室2厅,2006年建/板楼,产证满五年 采光好，户型方正，拎包入住,18417

武夷商城,106,毛坯,南 北,中楼层/共16层,江宁,3室2厅,2003年建/板楼,毛坯三房 业主诚售 税负少 地铁房,24244

正泰花苑,199,精装,南 北,高楼层/共6层,鼓楼,4室3厅,2003年建/板楼,正泰花苑 4室3厅 630万,31583

三牌楼大街,60,平层/简装,南 北,高楼层/共7层,鼓楼,2室1厅,1995年建/板塔结合,出新小区不临街 全明边户敞亮 采光充足,32880

南昌路,66,平层/精装,南 北,高楼层/共6层,鼓楼,2室1厅,1995年建/板塔结合,南昌路小区 两房采光不挡 业主诚心出售,45997

东郊小镇第一街区,128,复式/精装,南 北,高楼层/共6层,江宁,4室3厅,2006年建/板塔结合,一街区顶跃 使用面积大 位置中间,18617

天润城第十二街区,87,平层/精装,南 北,高楼层/共11层,浦口,3室2厅,2012年建/板塔结合,正规三房户型 高楼层 采光充足 精装修 看房提前联系,25580

曹后村10号,56,平层/简装,南 西 北,低楼层/共6层,玄武,2室1厅,1986年建/板楼,交通便利 出行便利 业主诚售 设施齐全,27056

金地自在城第一街区,126,精装,南 北,低楼层/共18层,雨花台,4室2厅,2011年建/板楼,满2年精装带地暖 户型南北通透 采光无碍,27618

凤悦天晴花园,207,精装,南,高楼层/共6层,浦口,5室2厅,2006年建/板楼,精装5房，采光充足。优越的位置。,16846

江佑铂庭,123,其他,南 北,低楼层/共18层,浦口,3室2厅,2012年建/板楼,精装修40万 江佑 中 央空调 一梯两户 满五年唯一,26782

燕康园,52,平层/简装,南 北,中楼层/共7层,鼓楼,2室1厅,2003年建/板塔结合,房龄新  非顶楼  全明通透 交通便利 采光好,27411

昆仑路,69,平层/简装,西南,中楼层/共7层,玄武,3室1厅,1995年建/板楼,南北三房 全明户型 居家装修 拎包入住 采光好,46532

月苑三村,54,平层/简装,南 北,低楼层/共7层,玄武,2室1厅,1996年建/板楼,玄武 月苑 总价低 南北通透 采光好 配套全 交通便利,27824

天润城第十三街区,85,平层/精装,南 北,低楼层/共11层,浦口,3室2厅,2010年建/板楼,居家三房 南北通透 户型方正 中间楼层,23986

亚东国际公寓,42,平层/精装,南,中楼层/共24层,雨花台,1室1厅,2009年建/板塔结合,虹悦城 中华门 安德门 亚东国际公寓单室套,38078

营苑西村,79,毛坯,南 北,低楼层/共6层,玄武,2室1厅,1998年建/板塔结合,满五唯一 毛坯 东边户 总价低 产权地下室 全明不临街,23789

悦民公寓北区,63,简装,南 北,中楼层/共6层,江宁,2室1厅,2005年建/板塔结合,居家装修两房 户型方正 满五唯一  看房方便,21882

明月港湾彩云湾,108,平层/精装,南 北,中楼层/共11层,江宁,3室2厅,2007年建/板楼,明月港湾 电梯小三房 楼层好 视野佳 业主诚心出售,26232

文化名园上筑园,100,平层/其他,南,中楼层/共18层,江宁,3室2厅,2008年建/塔楼,文化名园湖景三房，万科物业，交通方便，业主诚心卖,31241

估衣廊,93,平层/简装,南 北,低楼层/共7层,玄武,3室1厅,1998年建/板楼,双卧朝南 一房朝北 户型方正  估衣廊,43358

武夷绿洲观竹苑,85,平层/其他,南,中楼层/共16层,江宁,2室1厅,2007年建/板楼,竹山路地铁口 刚需两房 户型方正 电梯房 急售,27329

翠屏诚园,85,平层/其他,南,中楼层/共27层,江宁,2室2厅,2012年建/塔楼,翠屏诚园 满二 三开间朝南 精装修 高楼层,30453

仙鹤茗苑,70,平层/简装,南 北,高楼层/共6层,玄武,2室1厅,2007年建/板楼,仙鹤茗苑精装修楼层好采光充足。,26974

真园,54,平层/精装,南,低楼层/共7层,建邺,2室1厅,1998年建/板楼,真园小两房 南北户型 居家精装 采光好 满五年有车位,30826

紫气钟山,65,跃层/简装,南 西,高楼层/共6层,玄武,3室2厅,2007年建/塔楼,紫气钟山跃层 顶楼带阁楼和露台 出行便利 苏宁总部,46794

亚东城西区,96,平层/精装,南,中楼层/共18层,栖霞,2室2厅,2009年建/塔楼,亚东城西区两房 三开间朝南 交通便利 环境好急售诚售,32192

香缇丽舍,104,平层/其他,南 北,低楼层/共16层,建邺,2室2厅,2004年建/板塔结合,电梯大两房 双南户型 采光好 不临高架 有露台,32942

东郊小镇第八街区,40,复式/精装,西,低楼层/共9层,江宁,2室1厅,2013年建/板塔结合,房本满两年，首房首贷可以3成，看房很方便！,24192

东郊小镇第七街区,40,跃层/精装,西北,高楼层/共7层,江宁,2室1厅,2013年建/板塔结合,东郊小镇 挑高两房 业主诚心出售！,25622

瑞鑫兰庭,56,复式/简装,东,低楼层/共16层,秦淮,2室1厅,2005年建/板塔结合,瑞金路 大光路 产权住宅70年 5.2米挑高 带燃气,41905

挪威森林,89,精装,南 北,低楼层/共11层,江宁,2室2厅,2006年建/板楼,此房已满二年，南北通透，户型方正，电梯房。,28931

文体西村,53,平层/精装,南 北,高楼层/共7层,建邺,2室1厅,1985年建/板塔结合,水西门大街 南湖文体西村 精装双南两房 拎包入住,28802

华保新寓,82,平层/简装,南 北,中楼层/共16层,鼓楼,3室2厅,2001年建/板楼,满五年 通透明亮 交通出行方便 风景好,37266

月牙湖花园,82,平层/精装,南 北,中楼层/共6层,秦淮,2室2厅,1996年建/板楼,月牙湖 简欧精装修 南北通透 拎包入住 采光足拎包入住,39242

东方天郡东区,86,平层/简装,南 西南,中楼层/共17层,栖霞,2室1厅,2007年建/板楼,满五唯一   中间楼层   采光好  户型方正    居家装修,38542

钟山山庄,60,平层/毛坯,南 北,低楼层/共7层,玄武,2室1厅,1996年建/板塔结合,南北户型 紫金山脚下 距离蒋王庙地铁站100米 交通方便,26827

卢龙山庄,149,精装,南 北,中楼层/共23层,鼓楼,3室2厅,2007年建/板塔结合,大桥南路 建宁路 精装修 满五年 电梯房,34626

明发城市广场,83,平层/精装,南,中楼层/共11层,浦口,2室1厅,2010年建/板楼,纬三隧道口不临街高楼层满五年唯一 精装两房,28651

锁金六村,54,简装,南,中楼层/共6层,玄武,2室1厅,1992年建/板楼,锁金村 低楼层 配套齐全 简单装修 满五年 交通便利,28678

康馨花园,64,平层/其他,南 北,中楼层/共7层,秦淮,2室1厅,2000年建/板楼,秦淮 秦虹 满五年*费 南北双阳台 带车位  带地下室,30393

白鹭花园莺歌苑,94,平层/简装,南 北,低楼层/共7层,建邺,2室2厅,2000年建/板塔结合,中间楼层 集庆门大街地铁 南北通透,34947

万达华府东苑,85,平层/精装,南 北,低楼层/共11层,建邺,3室2厅,2006年建/板楼,奥体 万达华府 精装修 保养好 采光不挡 南北通透,61748

盈家春天,64,简装,北,中楼层/共8层,江宁,2室1厅,2004年建/板楼,盈家春天 电梯精装两房 电梯房 无遮挡,22394

小杨村小区,60,平层/精装,南 北,中楼层/共7层,秦淮,2室1厅,1994年建/板楼,五老村 二条巷 三条巷 大行宫地铁 西安门地铁 瑞金路,35544

世纪东山,95,平层/毛坯,南,低楼层/共10层,江宁,2室2厅,2008年建/板楼,世纪东山大两房，毛坯可改空间大,21331

融侨中央花园1期,135,精装,南 北,低楼层/共18层,建邺,3室2厅,2009年建/板楼,奥体 融侨1期大三房 客厅双卧朝南 满五唯一 精装婚房,45026

瑞阳尊邸,96,平层/精装,南,中楼层/共9层,建邺,2室2厅,2005年建/板楼,瑞阳尊邸 精装修 电梯房 改善社区 采光好 水西门大街,41456

万达江南明珠,93,平层/精装,南 北,高楼层/共5层,秦淮,2室2厅,2009年建/板楼,小区中间 两居室 楼层好 采光好 装修好,35013

大华锦绣华城榴美颂,117,平层/精装,南 北,中楼层/共11层,浦口,3室2厅,2008年建/板楼,免增值税 免个税 精装修 电梯房  不临街,24905

五福巷,50,毛坯,南 北,中楼层/共5层,秦淮,2室1厅,1988年建/板楼,两房朝南 全明  精装修 看房方便,31943

贡园,78,平层/简装,南 北,中楼层/共7层,建邺,3室1厅,1998年建/板楼,满五年唯一 双南一北西边户  居家装修  看房方便,31803

武夷绿洲观竹苑,52,平层/简装,东 北,中楼层/共16层,江宁,1室1厅,2007年建/板楼,武夷绿洲二期观竹苑 刚需单室套可改两房 出行方便,28324

东郊小镇第四街区,79,精装,东 西,中楼层/共7层,江宁,3室2厅,2009年建/板楼,东郊小镇第四街区80平大挑高，业主自己装修，带电梯。,23765

蓝岸尚城,50,精装,南,高楼层/共12层,雨花台,2室1厅,2008年建/板塔结合,蓝岸尚城 挑高户型 实用面积大 配套齐全,36620

鸿意万嘉,81,平层/精装,南 北,中楼层/共11层,江宁,2室2厅,2012年建/板塔结合,12年小区，南北通透正规两室，刚需两房。,27430

天鹅湖花园,79,精装,南 北,低楼层/共6层,江宁,2室2厅,2013年建/板塔结合,天鹅湖花园 两居 无增值税 采光无遮挡,26253

中和桥12号,54,平层/简装,南 北,中楼层/共6层,秦淮,2室1厅,1991年建/板塔结合,中间楼层 配套完善 采光充足 光华门 大明路 光华路,25778

天润城第七街区,86,精装,南 北,高楼层/共6层,浦口,2室2厅,2006年建/板楼,南北通透 居家装修 满五唯一 交通便利,19577

罗汉巷,56,平层/精装,南,高楼层/共5层,玄武,2室1厅,1988年建/板楼,二号线孝陵卫地铁口 双卧朝南 精装修 满五年唯一,30062

莫愁花园牡丹里,55,平层/简装,南 北,中楼层/共7层,鼓楼,2室1厅,1996年建/板楼,凤凰西街 两室 中间楼层 主卧朝南带阳台 业主诚心出售,34859

曹后村邮局宿舍,68,平层/简装,南 北,高楼层/共5层,玄武,3室1厅,1990年建/板楼,红山南路 邮局宿舍 98年 采光好 配套成熟 业主诚售,24829

市政天元城,133,平层/精装,南 北,高楼层/共6层,江宁,3室2厅,2004年建/板楼,满五年，无个税，精装改善三房，次顶楼采光好,25427

小杨村小区,44,平层/精装,南 北,高楼层/共7层,秦淮,2室1厅,1994年建/板楼,精装修 总价低 长白街 三条巷 五老村 南北两房,35561

良城美景家园,122,平层/精装,南,高楼层/共11层,秦淮,3室2厅,2005年建/板楼,秦虹 洪家园 雨花门 武定门 良城美景家园 大三房 两卫,34989

墨香山庄,84,其他,南 北,中楼层/共18层,玄武,2室2厅,2005年建/板楼,墨香山庄 商品房 楼层好 精装修 业主诚售 南北通透,31784

江南青年城青楚门,70,平层/精装,南,低楼层/共3层,江宁,2室1厅,2005年建/板楼,诚意出售140万以内两房，送储藏室，采光好，免费停车,19731

山阴路,70,平层/简装,南 北,中楼层/共7层,鼓楼,3室1厅,1987年建/板塔结合,力学，二十九中，山阴路，中间楼层，三房,92369

天润城第七街区,92,平层/精装,南 北,高楼层/共6层,浦口,2室2厅,2006年建/板楼,满五唯一 精装修南北通透两房 户型方正 厨卫全明,21192

峨嵋路,64,平层/简装,南,中楼层/共5层,玄武,2室1厅,1999年建/板楼,科利华 居家精装 两室一厅朝南 玄武湖 交通便利,47368

晓庄村42号,79,精装,南 北,高楼层/共6层,栖霞,3室1厅,2000年建/板楼,迈皋桥晓庄 和燕路 居家装修 配套齐全,22164

定淮门6号,63,简装,南,高楼层/共6层,鼓楼,2室1厅,1996年建/板楼,单价低 居家装修 采光充足 双南户型  业主诚心卖,26878

大华锦绣华城桂美颂,127,平层/精装,南 北,中楼层/共11层,浦口,3室2厅,2005年建/塔楼,大华桂美颂 电梯大3房 户型方正 视野宽阔 三房朝南,23136

玉带园,52,平层/精装,南 北,中楼层/共7层,秦淮,2室1厅,1992年建/板楼,三山街 总价低 非顶楼 业主诚售 采光无遮挡 看房方便,30471

阳光之旅,93,平层/精装,南 北,低楼层/共6层,江宁,2室2厅,2003年建/板塔结合,麒麟镇 满五年 无个税 居家装修  户型方正 生活方便,19723

爱达花园兰花园,72,平层/其他,南 北,高楼层/共7层,建邺,2室2厅,1995年建/板楼,应天大街爱达花园兰花园新上两房 小区刚出新好 环境好,27300

瀛洲湾,146,平层/精装,南 北,中楼层/共6层,江宁,3室2厅,2005年建/板塔结合,瀛洲湾三居室 南北通透 采光充足 楼层好,22585

钟山山庄,82,平层/其他,南 北,低楼层/共4层,玄武,3室1厅,1996年建/板塔结合,双南一北小三房 带两个院子 大概60平左右,35387

双桥新村,96,简装,南 北,高楼层/共6层,秦淮,4室1厅,2004年建/板楼,户型方正 采光充足 配套设施完善 舒适安逸,27547

